node_id,node_type,x,y,compactness,extensibility,concavity,fractal_degree,street_length,closeness,betweenness,main_axis_dir_deg
0,shop,197.8432590566984,110.28713972725073,0.26698419103174686,1.0152073566450193,0.38220646650166834,0.8679847583488159,93.92276192776805,0.20087093580132157,0.05197984366482628,85.0712141808608
1,shop,208.32090297102718,109.78829263596685,0.7749494165904129,1.24377638577133,0.00011003998411207583,0.8782959227067814,25.384279265163315,0.17263507059620362,0.0,177.68674895774566
2,shop,197.48574192838848,121.93059770400156,0.7590904988196836,1.4373152295242186,0.0003210152766635055,0.8363763201049236,32.76236948170474,0.17221038407567174,0.001374553689267791,178.1741554809741
3,shop,206.11007362722256,121.16600768648415,0.7692625609528149,1.3215220803707968,0.0,0.8700616645811878,26.675774561833606,0.17633128747294854,0.0054640742292778755,178.17415548097472
4,shop,140.05489898228157,23.485158261909053,0.7474424010166842,1.5954705946682695,0.0,0.8376999368543376,33.12487198666559,0.21407804625920662,0.003086585634001438,94.80104927447587
5,shop,140.87364714549395,15.004766500864143,0.7804439595154599,1.1259919750980294,0.0,0.8579326527822231,27.949732750899134,0.20619593851770418,0.002614756967468986,94.801840784863
6,shop,212.3907242363656,101.42215347587545,0.4638259541712988,3.5936001373200934,0.04180138836701619,0.8273250433444431,64.68362391797885,0.1790371384316127,0.0,173.17751540002618
7,shop,67.95152487141982,13.47930266555554,0.7773294982148702,1.2138693676161598,-2.220446049250313e-16,0.854758179663453,28.57673518554501,0.18767700033984064,0.0067170363852894635,0.6517324467768896
8,shop,67.61650151442265,19.84089674393943,0.7797694846477657,1.2011204367582526,0.0,0.8622460994182087,27.33928729423082,0.1837362759232561,0.004339092015049778,3.569452080550093
9,shop,83.78770785574763,17.91726578595151,0.6373716980276719,2.5021730036782492,0.00014330513445581783,0.8418842173758174,39.285547292070454,0.1991565323663174,0.013435678802860266,96.26699334956709
10,shop,92.48517029805606,14.873377484684987,0.7626930538959664,1.3361194063578958,0.0015218443186004738,0.8125009200641191,38.186972513547055,0.18667605633802817,0.00368257818248855,5.084085247368779
11,shop,111.55815684334239,72.89068404362219,0.7546339249037365,1.4838807364270454,0.0,0.8273249103099792,34.96697646174111,0.22153013014797646,0.08085055733661035,79.25678344277429
12,shop,256.88971102428724,127.82375854349439,0.7340576305641315,1.686991869918699,0.0,0.8417100232321806,33.050000001113204,0.15119550999300338,0.006792528218959145,79.76954505079947
13,shop,236.47189742399433,93.09886875019832,0.779544556493542,1.187078893540354,4.86018164143065e-05,0.7267934372810931,86.01951760629092,0.2037948213297251,0.02527271965238921,82.08849172999885
14,shop,210.51632443982058,86.15765069912199,0.7401102042264621,1.6297155743045333,0.00014270580910336061,0.7307495069946158,88.60880658361268,0.23141659876615064,0.05815920259050745,173.17751540028388
15,shop,208.50240277801146,69.47333603325072,0.3209945127308647,1.41809114816978,0.18235502756171973,0.8017866987679082,130.54445394938574,0.22473040490131804,0.035197231754942424,173.1775154003127
16,shop,109.65534021094845,96.29676250224166,0.38778311278762834,1.0379614063120335,0.24774544705763557,0.8154960584028959,89.60473599253395,0.1915281015780043,0.011338944703122595,171.18074830840357
17,shop,130.3424789961121,78.20033738519685,0.7853928260939482,1.0036101247155798,-2.220446049250313e-16,0.7081037103467368,111.84159506135467,0.2482394366197183,0.16762430968438577,79.18259292081422
18,shop,239.58951114233614,12.249132267982516,0.5523805885859362,3.4481424487769807,-2.220446049250313e-16,0.8292678321090972,51.14230655310008,0.20001006036217303,2.4972530216761563e-05,167.4496546469666
19,shop,237.98772732102717,4.381772576169452,0.6333090189142716,2.5949535743136525,0.0,0.8047381494064547,51.678845932726915,0.20087093580132157,2.4972530216761563e-05,169.1255410918359
20,shop,186.35820765541612,64.67127258271496,0.7090935952179914,1.9116563155172435,1.1102230246251565e-16,0.7980043739280084,46.95073470754227,0.21910335250942273,0.0009897049753207978,173.00384083933446
21,shop,91.72557632860574,22.34192260144151,0.7463673558372933,1.5707040159445969,0.0,0.8243199529787226,36.172731164546825,0.182063774061796,0.0020949989203646385,5.358442153933473
22,shop,101.0302296503633,23.19742394538116,0.7842404166481769,1.0803097302057636,-2.220446049250313e-16,0.8477833507865198,29.404137185935507,0.1907452891737345,0.004584884779213403,5.358442153933481
23,shop,101.78120624962135,15.368277303548773,0.7803580177269182,1.1833671765406109,1.0018409647427617e-06,0.832143039219342,32.50041142111975,0.18692529005810565,0.005150663766029893,95.08408524736892
